Total number of Nodes,MinP,MaxP,VarP,SumMinP,SumMaxP,MinM,MaxM,SumM,VarM,VarX×VarY,mean_distance,median_distance,std_distance,min_distance,max_distance,sum_distance,density,percentile_25,percentile_50,percentile_75,Total Time Window,Average Time Window,Max Time Window,Min Time Window,Standard Deviation of Time Window,Mean Latitude,Mean Longitude,Standard Deviation of Latitude,Standard Deviation of Longitude,Min Latitude,Max Latitude,Min Longitude,Max Longitude,Average Distance from Center,Max Distance from Center,Min Distance from Center,Standard Deviation of Distance from Center,AvgDepotDist,MaxDepotDist,MinDepotDist,StdDevDepotDist,tour_length
10,0,3981,1609791.7,3620.0,36694,3017.6763411605293,3523.2062102579234,32926.665620378204,42660.99123804202,7.37811129541343e-05,1067.0,933.0,1268.7756696910608,0,3981,106700,10670.0,63.0,933.0,1018.25,723592,72359.2,86399,16200,28079.600000000002,47.390458,7.163402,0.04703033867622126,0.18263940970119225,47.35921,47.52725,7.03585,7.6854,0.11686479953947355,0.5396239090959554,0.024125041098413163,0.14802575911171234,0.6001546279779787,0.664055904348422,0.5425832294680699,0.053706509691851916,27789
46,0,4171,340448.4804978542,5757.0,129413,2433.7927861851667,3341.336324703427,136133.2139436951,34252.697240139845,8.864204749892193e-07,508.9413988657845,383.5,583.4796316049551,0,4171,1076920,23411.304347826088,174.0,383.5,531.0,3363263,73114.41304347826,86399,9000,27112.317223771905,47.41380369565217,7.510540652173915,0.022850240257389243,0.041203026609080304,47.37924,47.52725,7.42126,7.6854,0.03347278873561761,0.2084366942079649,0.00458451232015094,0.033157130391963996,0.21402153436099972,0.2943710977660696,0.1778975944188134,0.02958469294128877,36425
57,0,1690,95595.7335809271,3217.0,70902,1218.734193779644,2402.604661173939,121600.77244347656,71230.69533697619,1.2666409928926053e-06,593.0221606648199,652.0,309.18559730512527,0,1690,1926729,33802.26315789474,365.0,652.0,824.0,4759146,83493.78947368421,86399,18000,12528.546110378858,47.42721631578947,7.64981350877193,0.026891860023981397,0.041851008476445795,47.38917,47.52725,7.58415,7.71025,0.047143804074347075,0.10617502688795258,0.00919077519537566,0.015878941508945827,0.11620655297762084,0.15368191988649818,0.08072648202417833,0.022121237058272358,27604
110,0,1260,48050.01370848302,4251.0,91937,1149.1230173880028,2272.763670072188,205002.80756620454,44134.53991518152,1.2656761442481222e-07,330.4562809917355,270.0,219.20313343673493,0,1260,3998521,36350.19090909091,176.0,270.0,404.0,7893813,71761.93636363637,86399,1800,28832.990939129962,47.47604527272729,7.740504545454546,0.023398103835726186,0.015204797247541443,47.40523,47.52725,7.6854,7.76847,0.021652090650991572,0.07522256991638185,0.0015550508056690958,0.017602388840367997,0.07675269503816201,0.1396204139801908,0.040956026418590676,0.02460024070840046,-1
57,0,1794,79182.63703214882,3685.0,85434,1277.2347529076587,1995.8088366075299,100435.11615369453,39922.734131698024,1.1558754021103914e-06,378.78208679593723,375.0,281.39409558864025,0,1794,1230663,21590.57894736842,156.0,375.0,514.0,4543149,79704.36842105263,86399,12600,19869.20634446688,47.5300550877193,8.022841228070174,0.02097128631137582,0.05126611900798592,47.50107,47.56239,7.6854,8.06258,0.03666770323043326,0.3374528869614548,0.008308827541379774,0.04151492921226709,0.3441054376317381,0.37867397864125885,0.29618115064939643,0.024943270552229706,-1
4,0,1511,470384.55859375,1633.0,5877,1186.6755032442525,1274.922350576693,4923.36473324965,1011.1689621000758,4.7188046360931786e-07,579.0625,90.5,685.8458708731504,0,1511,9265,2316.25,28.5,90.5,1444.25,300597,75149.25,86399,41400,19485.138572447977,47.517625,7.8952525,0.00566904092417821,0.12117315242556839,47.51261,47.52725,7.6854,7.96824,0.10504591530612714,0.2100731119902071,0.06797826697739497,0.06066651935992373,0.280100577242514,0.28310256392339544,0.2780450123631066,0.0021704826830260607,2616
37,0,1690,127882.64057783723,2389.0,49565,1589.9297791735023,2213.4890643140384,70921.91692979606,33981.92768671063,1.3094076589057365e-06,559.0664718772827,535.0,357.6068240090466,0,1690,765362,20685.45945945946,240.0,535.0,835.0,3099565,83772.02702702703,86399,34200,11021.243716265584,47.418707027027025,7.654810540540538,0.03148982339816971,0.036338518164758984,47.38917,47.52725,7.60545,7.69763,0.04574933670928226,0.11277097149459345,0.019109507777778176,0.014801860380342525,0.12187382295768805,0.15368191988649818,0.07878713664044423,0.024364794157661452,27796
37,0,1513,93872.32542775139,2727.0,48132,1185.6071315027884,1901.3955401230965,59588.90335571067,38719.67922846955,5.061484842913452e-07,449.37691745799856,446.0,306.3859093165862,0,1513,615197,16626.945945945947,207.0,446.0,644.0,2972666,80342.32432432432,86399,7200,20410.19813595321,47.40745513513514,7.724792432432432,0.028412490936170636,0.025039731067268072,47.37527,47.52725,7.67427,7.75749,0.032966770996698785,0.1261054058354953,0.008448024068662827,0.01864000491336598,0.13103626837274007,0.16387681471154045,0.0938819072026142,0.025454001024788352,-1
178,0,1095,64594.11104334001,4727.0,149372,2129.8927967958143,3788.8098313589517,539643.2153553637,251238.1080963456,3.5356269503003434e-07,403.8824643353112,369.0,254.1537153837024,0,1095,12796612,71891.0786516854,179.0,369.0,582.0,13718549,77070.5,86399,3600,22710.94457815488,47.51666915730337,7.6520476966292135,0.019334535842790664,0.030753848261587186,47.47346,47.54064,7.60714,7.71523,0.03215402836275465,0.06348488003085898,0.0016357891110007608,0.016903902484339397,0.04335808618845622,0.09455147645594895,0.0,0.02604616697427503,-1
128,0,953,47727.572228040546,4134.0,107873,1107.6899350393594,2827.134278127323,294615.2791589028,67126.13202647583,2.529861974193437e-07,378.51678466796875,354.0,218.46640983922575,0,953,6201619,48450.1484375,176.0,354.0,570.0,10375083,81055.3359375,86399,7200,17917.890974472513,47.489788437499996,7.59070828125,0.019146945474307113,0.0262693249731678,47.46115,47.52725,7.5406,7.6854,0.029583547469185973,0.10183265814448135,0.0105493894560531,0.01347207017055684,0.10554599916803079,0.14575869133605684,0.0748236974494061,0.019405883062035216,-1
150,-26,897,16736.5764260721,3291.0,97231,966.2138134664258,1848.460290800608,216529.75918727252,60058.59534674572,3.3497364817147814e-08,236.98448888888888,248.0,129.36992087062626,-26,897,5332151,35547.67333333333,123.0,248.0,331.0,11745769,78305.12666666666,86399,6300,21670.930450504937,47.5519086,7.5834650666666645,0.010906219878583007,0.016781511403790632,47.52725,47.56845,7.55736,7.6854,0.017464130043254242,0.10487505512576008,0.005114111942893496,0.009775935702931908,0.10590671267237851,0.13329548079360992,0.0743645648141639,0.016112597749341578,-1
105,0,881,20798.956936305345,3730.0,66425,975.3765084998372,1811.1291111190437,129007.10497040451,32756.81643129501,4.941742170104077e-08,279.73133786848075,263.0,144.21843480049748,0,881,3084038,29371.790476190476,174.0,263.0,375.0,7458218,71030.64761904762,86399,3600,29282.425390368444,47.487598857142856,7.7322502857142865,0.012252078643023275,0.01814388420939911,47.45778,47.52725,7.6854,7.78577,0.017597974752097657,0.061377214024327484,0.001168796066428704,0.013024025871574536,0.06305382931441109,0.1057403886885246,0.029164594974043494,0.017649999404578322,-1
110,0,1260,65604.02790997199,4333.0,99314,1081.7959520252339,2834.2908444457653,257012.68295562445,94906.14255799016,2.9241765275091083e-07,422.03314049586777,359.0,256.13283254977677,0,1260,5106601,46423.645454545454,193.0,359.0,656.0,8102610,73660.09090909091,86399,3600,27291.275477220806,47.46804200000001,7.728951545454547,0.029538988312828775,0.018306536099852604,47.40523,47.52725,7.6854,7.76415,0.030747904505752408,0.07350050595389415,0.007160309860434205,0.016194056410478892,0.07753300888258277,0.1396204139801908,0.040956026418590676,0.02567645333047268,-1
122,0,1260,46114.38013401913,4301.0,106029,1350.0022525785698,2599.3795870755234,252707.80077703993,90321.39165761315,1.2853730460157534e-07,371.06510346681,349.0,214.74259040539474,0,1260,5522933,45269.94262295082,193.0,349.0,515.0,8732545,71578.23770491804,86399,3600,28800.54187731722,47.46812713114755,7.737729262295082,0.026892400397635175,0.01333168444389267,47.40523,47.52725,7.6854,7.77415,0.02546080555250533,0.07895483084455439,0.004654324862107984,0.015895986596489445,0.08050919013229126,0.1396204139801908,0.040956026418590676,0.02668400118271049,-1
22,0,2820,463924.24801499216,3532.0,58376,2347.5994024844726,2570.4754424036037,53777.01136148526,3380.7438567868157,8.510345925653385e-06,500.6012396694215,351.0,681.1198484958371,0,2820,242291,11013.227272727272,129.0,351.0,499.25,1652382,75108.27272727272,86399,14400,24205.08184091968,47.35445272727272,7.364722727272727,0.03856542094366412,0.07564418196589376,47.33435,47.52725,7.28869,7.6854,0.043614078400792816,0.3642702440576056,0.010103978800610534,0.07285016213503405,0.38215402392128806,0.4326629248040553,0.35786761197403844,0.022857242903481206,-1
38,0,1866,116734.94775736447,2666.0,58402,1237.882200415396,1818.9001375903836,62239.001828109765,31736.70390619745,7.767746774643627e-07,384.84556786703604,363.0,341.66496419352757,0,1866,555717,14624.131578947368,122.0,363.0,522.25,2953768,77730.73684210527,86399,12600,20551.26281903532,47.50926342105264,7.989361315789473,0.014994071859504524,0.058779778037718375,47.47677,47.5384,7.6854,8.02938,0.04142668984000848,0.30449301883409086,0.02190229002117496,0.04431381123296846,0.31308901179628407,0.3446840884056012,0.2451534811092845,0.031248165446597802,33005
11,0,1971,350612.8149716549,2080.0,20301,1487.7958071040407,1735.1882528207918,17705.561326168798,4917.835746080739,4.42153448916956e-06,577.8595041322315,454.0,592.1256749809578,0,1971,69921,6356.454545454545,71.0,454.0,604.0,950389,86399.0,86399,86399,0.0,47.396300909090904,7.554945454545455,0.04226487053087672,0.04975159008215176,47.37385,47.52725,7.50329,7.6854,0.046859627121637965,0.18484061469187774,0.02087003754050603,0.04545014128377694,0.20407322794050314,0.2345014545797094,0.16730329733750132,0.024989392908668348,1356
11,0,2271,537336.2125537873,3166.0,22846,1639.0622873515765,1980.391742697756,21159.132731493508,9576.959099505793,6.403965633345645e-06,535.6446280991736,97.0,733.0322043087789,0,2271,64813,5892.090909090909,56.0,97.0,927.0,905390,82308.18181818182,86399,41400,12936.302948174265,47.431399090909096,7.437232727272728,0.031696137262376294,0.07983956413741795,47.39305,47.52725,7.37013,7.6854,0.048912191798826485,0.2660345692319799,0.00965394027379703,0.07061585241603395,0.29267918195970355,0.34264385723371715,0.2720274289478922,0.017539353106628897,1296
298,-26,918,13894.251871962264,7532.0,202125,1269.2224341100816,3069.5964232032666,541910.5472479919,95145.19430861247,2.8185415585629723e-08,264.7496283951173,270.0,117.87388121192186,-26,918,23510826,78895.38926174496,173.0,270.0,350.0,22287353,74789.77516778524,86399,2700,26115.40332662963,47.55768322147651,7.58487389261745,0.010746133143673177,0.01562284069209189,47.52725,47.58526,7.5241,7.6854,0.016264165033071175,0.10503180106484879,0.0008140226734707247,0.009748305730179894,0.10583743319615635,0.17141426457561648,0.06897676855289753,0.01510045740731774,-1
281,-26,991,13997.678842782518,6518.0,194997,1069.4010929061633,2735.3281800670725,494731.5434439026,80018.32060908366,2.3632509572083786e-08,237.14371651828117,224.0,118.3117865759051,-26,991,18725105,66637.38434163701,148.0,224.0,315.0,21744657,77383.12099644128,86399,3600,23301.83016240879,47.555313985765125,7.57819234875445,0.010896162851967331,0.014108516023189353,47.52725,47.58526,7.5241,7.6854,0.015090469683768344,0.11081997916717193,0.0015193725458935014,0.009489695147709011,0.11157708778716938,0.17141426457561648,0.0743645648141639,0.013942515037716458,-1
110,0,1260,59009.25939028072,4036.0,96824,1144.7040308227358,2582.949167134344,237600.96238954665,87755.19988109478,2.854768726938679e-07,394.0319834710744,317.0,242.91821543532038,0,1260,4767787,43343.51818181818,192.0,317.0,620.0,8102610,73660.09090909091,86399,3600,27291.275477220806,47.46980727272729,7.7340302727272725,0.028112660005093357,0.019005684913112966,47.40523,47.52725,7.6854,7.77415,0.028497273172938268,0.07526333996080997,0.002293213755960385,0.018423982557672976,0.07798963766714892,0.1396204139801908,0.040956026418590676,0.02821803628165806,-1
16,0,1492,142295.79858398438,2071.0,20570,894.2286830000478,1350.8604665175453,18240.677814296934,14566.722168029726,1.8630058378484353e-06,303.421875,193.0,377.22115341532,0,1492,77676,4854.75,90.75,193.0,283.0,1303185,81449.0625,86399,7200,19171.025502267577,47.412355000000005,7.842968750000001,0.032737125331953075,0.041693328434385196,47.39191,47.52725,7.6854,7.88426,0.03009586689638509,0.19500967155903368,0.0021901944120378057,0.04363819206489413,0.2082899841255187,0.2405456613618298,0.18834185753570792,0.013292699487257923,54861
404,-26,991,13398.257906256775,9614.0,269350,1319.9818818138497,3461.418782825766,858521.0869892996,134705.53594446153,2.8898154963937117e-08,269.76615037741396,268.0,115.7508440844246,-26,991,44030152,108985.52475247525,184.0,268.0,351.0,30249563,74875.15594059406,86399,2700,26352.735310767002,47.554518242574254,7.585651138613861,0.009659572133000612,0.017598561405837782,47.52725,47.58526,7.5241,7.6854,0.01771131530358846,0.10340886035983221,0.002011819020473487,0.009451243704643229,0.1039733969844627,0.17141426457561648,0.06521369488075326,0.017705262824085344,-1
24,0,4171,595531.28847174,4784.0,69789,2307.3494624063055,3320.40996464794,69595.05151567029,94841.68494999771,2.5028441918406746e-06,709.2118055555555,558.5,771.7067373502321,0,4171,408506,17021.083333333332,123.0,558.5,791.25,1808080,75336.66666666667,86399,14400,24913.37806056997,47.41192375,7.518921249999999,0.028496839709650397,0.05551626085455352,47.37986,47.52725,7.42126,7.6854,0.04742648137641353,0.20252238923295796,0.01753409295130469,0.040556799145902024,0.21263935768147083,0.2943710977660696,0.1778975944188134,0.04057747264863846,29225
8,0,1630,394013.0224609375,2510.0,12480,1083.243509096639,1583.5922770713426,11784.507783620487,23547.285902939348,2.270877877542239e-06,547.09375,116.0,627.7045662259735,0,1630,35014,4376.75,24.5,116.0,1007.25,646193,80774.125,86399,41400,14882.02040582444,47.461762500000006,7.5354725,0.025392917688796837,0.05934502058934673,47.44779,47.52725,7.46862,7.6854,0.042344865475016064,0.16360583092451003,0.008782338099848028,0.04871903227079528,0.18733298482368893,0.2253950460857561,0.17208337659402145,0.016091110142525386,1644
17,0,4160,1485518.1766980758,4545.0,68364,3327.0255661246515,4288.713546315835,67400.66391644021,93157.57655043255,3.677633443056469e-05,998.4359861591696,391.0,1218.8183526260489,0,4160,288548,16973.41176470588,124.0,391.0,1558.0,1254586,73799.17647058824,86399,11700,27240.310962281605,47.397839999999995,7.066224117647059,0.03858444200329835,0.15717084788287367,47.3395,47.52725,6.99959,7.6854,0.08488421166350421,0.6325549157089398,0.024664682524084266,0.13779007656283787,0.6725775575477444,0.6991997915474515,0.6331127825277263,0.02452360715944263,28421
45,0,1002,90306.11603450694,1843.0,39581,1252.3261289829152,1988.8736008102676,80441.43783215765,31122.986417342836,2.941830571154315e-07,403.45975308641977,478.0,300.5097602982421,0,1002,817006,18155.68888888889,112.0,478.0,696.0,3481102,77357.82222222222,86399,7200,23349.841581464876,47.46701688888889,7.73794888888889,0.025479592166823373,0.02128709293050839,47.4409,47.52725,7.6854,7.76869,0.0286270589663404,0.0799338063498808,0.009801827483932199,0.016817890395570342,0.08670518810654665,0.0987363281674992,0.05423388700803457,0.012010039302394124,-1
53,0,2643,235597.13621235508,4546.0,133099,2099.510980797806,2777.8392987736565,138508.8812254131,26979.134099111263,1.5385951353890291e-06,328.40263438946243,181.0,485.38349396364424,0,2643,922483,17405.33962264151,121.0,181.0,262.0,3604462,68008.71698113208,86399,9000,30001.121869197927,47.370537735849055,7.352734905660378,0.026399194358884513,0.04698632778347336,47.35055,47.52725,7.32227,7.6854,0.021116618389826692,0.3677292464943545,0.0033487977205281204,0.04958549071202778,0.3750852956376771,0.3943645268022976,0.34264385723371715,0.009838058763938048,-1
20,0,3031,532925.297975,3899.0,55274,1893.9120227719131,2740.1201798461325,51444.62370114369,30931.245619313442,1.3892872316827782e-05,697.045,431.0,730.0173271744993,0,3031,278818,13940.9,293.0,431.0,936.5,1673981,83699.05,86399,32400,11768.809202612641,47.369657499999995,7.3266279999999995,0.04215700331795467,0.08841506899844608,47.33786,47.52725,7.24366,7.6854,0.05798086194907899,0.39185806619266145,0.015087923656020965,0.07894717855877982,0.41351747312598847,0.46103178686507085,0.34264385723371715,0.02715095895413426,28920
27,0,1649,235863.06931907777,2540.0,40429,1558.939109826984,2734.221339491983,63951.43437888903,103175.36197894363,8.104566685961735e-07,724.4389574759945,802.0,485.657357937752,0,1649,528116,19559.85185185185,284.0,802.0,1148.0,2278774,84399.03703703704,86399,32400,10197.850174610994,47.46702888888889,7.507697777777778,0.020934442350901306,0.0430034702590498,47.4268,47.52725,7.44309,7.6854,0.03344694440218635,0.18762905426978208,0.008393335686755866,0.03418846649121961,0.19590131435208036,0.25119559012848947,0.17208337659402145,0.02359861225818307,25608
193,-26,955,17242.329807366743,5323.0,136342,1144.2129181548949,2210.543375630535,315536.88285759295,104352.8324656681,4.0810716605645984e-08,275.6504604150447,271.0,131.31005219466917,-26,955,10267704,53200.538860103625,177.0,271.0,365.0,15370927,79642.10880829016,86399,7200,20180.77307334636,47.53294875647668,7.577381191709844,0.010993188164423422,0.018376527496470358,47.50735,47.54698,7.5406,7.6854,0.018535730619633577,0.10816902869955779,0.0028658762167731804,0.010722576147704835,0.10930830223989228,0.14575869133605684,0.0743645648141639,0.016556248111707264,-1
54,0,1297,48965.52440863615,2646.0,54498,1013.4582616704786,1610.4056367309493,76592.58795234858,23229.129204988774,1.3376916866654353e-07,342.28737997256513,366.0,221.2815500863914,0,1297,998110,18483.51851851852,144.0,366.0,493.0,4258693,78864.68518518518,86399,7200,21580.06251563394,47.43638759259258,7.742914814814815,0.02207858204108974,0.016565587237440855,47.40255,47.52725,7.6854,7.77415,0.023712894151377114,0.10753571966121138,0.008829802402077988,0.014127318090564063,0.11033947387523327,0.1396204139801908,0.08684555313889082,0.019585108928202748,-1
16,0,2289,388542.77561950684,2966.0,34409,1472.5162987213419,2169.540043419342,30834.76162629564,44879.775193460526,9.008973729268551e-06,542.09765625,434.0,623.3319947022669,0,2289,138777,8673.5625,151.5,434.0,529.0,1328385,83024.0625,86399,32400,13071.076731990894,47.472174375,8.119965,0.026180590369764202,0.11464581991943719,47.44336,47.52725,7.6854,8.18967,0.06608102444718392,0.43804116666603554,0.021222962956205647,0.09727479398652096,0.46781850052937973,0.506053589454714,0.4209675266573434,0.023852567907394595,30246
133,0,1052,43860.09629878098,3856.0,113211,1529.0047330483353,2678.9690082881552,278550.4268842691,110043.97662906245,3.134320420860213e-07,380.9557917349765,382.0,209.42802176113153,0,1052,6738727,50667.12030075188,229.0,382.0,478.0,10565282,79438.21052631579,86399,14400,19189.64569097492,47.544249172932325,7.811845714285715,0.019549305048706767,0.028637847539712907,47.49054,47.57462,7.6854,7.85814,0.0314814902876079,0.12758326905048242,0.012365554429322408,0.01453332064142541,0.13000774158638384,0.17439515044862908,0.08345658751710419,0.026649614947509344,-1
258,0,991,15403.848915466424,6964.0,173597,1147.6683609242993,2838.2826318831626,472458.95585365716,95000.90395216725,2.6279780944597654e-08,277.73867255573583,278.0,124.1122432134172,0,991,18487397,71656.57751937985,185.0,278.0,368.0,18710792,72522.4496124031,86399,2700,28792.458892376082,47.5560042248062,7.587283837209303,0.008610812450967655,0.01882637652617415,47.52725,47.58526,7.5241,7.6854,0.01764363541599798,0.10224278382837555,0.0002265925882925756,0.01082962019086369,0.10289147409946726,0.17141426457561648,0.06521369488075326,0.01838077807859733,-1
109,0,1218,33421.48473706738,3804.0,88418,1033.20978446567,2201.7192614913506,182452.4256876629,53942.1455001977,4.532851582292483e-08,315.4972645400219,291.0,182.81543900083324,0,1218,3748423,34389.20183486238,172.0,291.0,435.0,7609358,69810.62385321101,86399,3600,29984.61485917418,47.474187706422015,7.733409174311927,0.02111071690241676,0.010085159423759395,47.41342,47.52725,7.6854,7.75372,0.01994837826277684,0.07155758392979408,0.00224085941022363,0.012224361472968629,0.07338677069209282,0.11863177061816146,0.040956026418590676,0.018295428526793996,-1
29,0,1866,142036.30386791108,2685.0,46088,1276.5714723970336,1790.7562744501995,45296.15794022791,18828.313738320783,4.690590057674989e-07,367.640903686088,279.0,376.8770407810896,0,1866,309186,10661.586206896553,118.0,279.0,460.0,2415573,83295.62068965517,86399,41400,11402.543682982783,47.497545862068975,7.972171379310344,0.011153140432103468,0.06140681450020852,47.47677,47.52725,7.6854,8.04797,0.03919879664667147,0.28830567077631886,0.016118125106734247,0.04856587021782004,0.2987669905073931,0.3652724016402006,0.24670050668776583,0.02934834981267239,681
11,0,1185,130827.94658834781,1133.0,10380,933.5743141282327,1072.3548005123203,11313.414365912322,1296.93706750986,4.5259559459900515e-07,390.73553719008265,540.0,361.7014605836529,0,1185,47279,4298.090909090909,46.0,540.0,641.0,950389,86399.0,86399,86399,0.0,47.531437272727274,7.848459090909091,0.011545476163187397,0.05826977112059301,47.52218,47.55116,7.6854,7.9092,0.03703360558289462,0.16311284554256264,0.005744792827255734,0.04644541208571219,0.17974396980543256,0.22491522158360042,0.157374556075625,0.02898303656596139,1661
13,0,3886,1289512.389062008,4430.0,45476,3030.087140153411,3337.5486513307937,41109.85922858406,7386.7467810761655,2.4388413239353822e-05,688.792899408284,252.0,1135.5669901252008,0,3886,116406,8954.307692307691,126.0,252.0,472.0,878391,67568.53846153847,86399,16200,28692.170925225695,47.42220307692308,7.169769999999999,0.03299624206682608,0.14966742664988922,47.38858,47.52725,7.08039,7.6854,0.08255917348102212,0.5262215816060084,0.02319003254562887,0.12912425591136253,0.5701914021520106,0.6206983719972208,0.5461973667091414,0.017697327818746167,48923
48,0,1470,68295.42685106065,2600.0,50065,962.2568957057847,1804.7001193642484,73981.82347673748,51083.95575384298,1.5220629987359564e-07,363.9127604166667,361.5,261.33393742692635,0,1470,838455,17467.8125,128.0,361.5,561.0,3595401,74904.1875,86399,7200,25968.312339798744,47.434397708333336,7.737735625,0.0278301538532984,0.01401847291764366,47.38962,47.52725,7.6854,7.76224,0.026173957924358286,0.10658595457138047,0.008734176371721662,0.016910321493540287,0.10984055105352157,0.15491038344798086,0.08684555313889082,0.023000621444045553,-1
25,0,2458,308156.65168383997,3167.0,56542,1959.200551245329,2262.310049484818,51864.80884597035,3925.2725935292774,2.938489746581823e-06,395.7296,247.0,555.1185924501539,0,2458,247331,9893.24,147.0,247.0,367.0,1996178,79847.12,86399,21600,17962.777195790186,47.4528612,8.1243424,0.018567234865752257,0.09232405239286248,47.43478,47.52725,7.6854,8.1703,0.045817579388197034,0.44520121752214503,0.013284216318627643,0.08227528352917589,0.4639576045920655,0.4914917558820303,0.4241750649201352,0.02107042851628702,-1
25,0,1333,98034.55307775998,2283.0,26356,961.0558152365552,1485.4823997611009,31673.40516386412,31789.413321128708,4.4520062536512094e-07,373.0832,299.0,313.1046998653326,0,1333,233177,9327.08,103.0,299.0,592.0,2023119,80924.76,86399,39600,14819.96935834889,47.4586816,7.8350724000000005,0.018190017631657604,0.03668130371510813,47.42485,47.52725,7.6854,7.86506,0.027923179904244567,0.16463126313164456,0.005012085825281494,0.029944796003900463,0.1726227542418101,0.19121724948341004,0.1488715002947193,0.013431031902728457,29410
43,0,1203,80856.06321806973,2609.0,39759,916.3141661912637,1816.2321847267242,68272.77617995121,44808.31405207486,2.1979281071101315e-07,371.1254732287723,215.0,284.352005827407,0,1203,686211,15958.39534883721,112.0,215.0,645.0,3202106,74467.58139534884,86399,7200,25395.619125254707,47.44931418604651,7.753791860465117,0.015489753737523319,0.03026650180351858,47.40734,47.52725,7.6854,7.80987,0.027859376336450872,0.10368913961680755,0.009864670697043805,0.019489708884832327,0.10802767751313501,0.1563987730130933,0.08684555313889082,0.022824601559646135,-1
13,0,1511,174889.77290711112,1857.0,17499,1031.094079121784,1379.041473131024,15431.021702752449,10971.545616467092,6.461082903735858e-07,400.9526627218935,277.0,418.19824593978285,0,1511,67761,5212.384615384615,106.0,277.0,441.0,1009789,77676.07692307692,86399,18000,20965.48660376249,47.51215384615385,7.91098923076923,0.011606161850475276,0.06925705723124087,47.4964,47.52725,7.6854,7.96824,0.04411831845300051,0.22609377457152569,0.0065646893417583094,0.05463347825381829,0.24517550103485097,0.28310256392339544,0.2085740513582654,0.024686326525227214,26356
23,0,1333,82859.38402878778,2141.0,24383,1013.7377673094583,1322.1239335448754,26632.543199472308,8690.840696108458,5.475579090512527e-07,396.7221172022684,402.0,287.8530597870861,0,1333,209866,9124.608695652174,162.0,402.0,568.0,1857579,80764.30434782608,86399,7200,18745.776932963217,47.425276956521735,7.79090043478261,0.023887653611962135,0.030977155464640894,47.40556,47.52725,7.6854,7.83559,0.0291388304726663,0.1467271049790745,0.002594930822493195,0.02609851939192782,0.15427964678360445,0.18963050651200927,0.1323697688295964,0.017463579299879677,54973
48,0,1686,83618.26084899902,3070.0,74350,1268.1270966797183,1627.5783647288185,71003.0515287239,5920.178215875511,1.5659608149587838e-07,253.66796875,194.0,289.16822240522737,0,1686,584451,12176.0625,122.0,194.0,273.0,3794358,79049.125,86399,12600,19921.461733752745,47.507494166666675,8.004108125,0.008114801762143317,0.04876548303941749,47.49228,47.52725,7.6854,8.02938,0.022594306275769378,0.31931984262132884,0.003880492349793329,0.04397066826446157,0.32620919882776217,0.3446840884056012,0.2780450123631066,0.014768639507949653,32866
6,0,3192,1167187.1913580247,2133.0,15288,2263.4281153448046,2753.1830366565414,14795.285120468274,42419.78344583572,1.5435965093524184e-05,1299.5555555555557,1830.5,1080.3643789749942,0,3192,46784,7797.333333333333,43.5,1830.5,1900.25,518394,86399.0,86399,86399,0.0,47.39904333333334,7.534161666666667,0.058074771822386524,0.06765180397118414,47.35973,47.52725,7.50166,7.6854,0.06670135068353127,0.19826745281871472,0.03337908447749395,0.05916397146718914,0.23804663492143105,0.2486429930643549,0.23094330776188352,0.006716685386626862,1810
11,0,3192,1101593.5273546888,2737.0,29135,2256.349042147513,3679.4800892616236,36071.66653188303,131715.5670465298,6.971103996101436e-06,1294.099173553719,1733.0,1049.5682575967553,0,3192,156586,14235.09090909091,69.0,1733.0,2171.0,896390,81490.0,86399,32400,15523.621033766574,47.38444181818182,7.564950909090908,0.04814040408830387,0.05484550623085716,47.34072,47.52725,7.49708,7.6854,0.05595062600637864,0.1868211987303412,0.021178318341377452,0.04685141949822354,0.2066251961813093,0.26277807233481215,0.1685439556910926,0.03945231923520015,29784
27,0,2552,277735.0313393208,3313.0,60674,1763.3947374311856,2540.217904038943,56992.99867497612,65825.68180270259,3.7984285051478524e-06,532.039780521262,465.0,527.0057223022543,0,2552,387857,14365.074074074075,194.0,465.0,605.0,2167176,80265.77777777778,86399,10800,18001.42546070405,47.51337592592592,8.164845185185184,0.019207880570080976,0.10146646530022253,47.48149,47.54358,7.6854,8.23001,0.06136276287036869,0.47964588555377924,0.020461844051859638,0.0830602046074452,0.4984875218304064,0.5447459600584483,0.43162455954220286,0.03864439618241907,40626
35,0,1034,45362.01433669304,1595.0,24954,989.3177302710044,1216.0731298498695,39225.982502915445,4297.203821200794,1.1555569764282883e-07,297.75020408163266,273.0,212.98360109804943,0,1034,364744,10421.257142857143,106.0,273.0,476.0,2767769,79079.11428571428,86399,14400,20718.77144974911,47.519696,7.796366571428568,0.011575204583196793,0.029367501955427602,47.49453,47.53261,7.6854,7.83223,0.026773771721302037,0.1112233918319867,0.012636922513502123,0.016721264308075256,0.11525029179352428,0.15043153691962483,0.07890727279535202,0.02185401632979469,29284
23,0,696,57893.32418051679,1292.0,14597,687.8664240906837,1273.988772047991,25098.80589761021,27371.615338538984,7.313680128280054e-08,343.5576559546314,259.0,240.61031603095657,0,696,181742,7901.826086956522,115.0,259.0,592.0,1774780,77164.34782608696,86399,12600,23857.55079198325,47.501584782608695,7.733767391304347,0.008037545520631358,0.03364685956240349,47.49054,47.52725,7.6854,7.78577,0.031054841898961027,0.054754980826687734,0.012787332527032683,0.015241722049652353,0.05832202443236649,0.1057403886885246,0.029164594974043494,0.03136935414934355,-1
